id,date,department,severity,incident_text
500,2024-06-03,ICU,軽微,深夜帯に認知症患者が徘徊し病室から離れた
501,2023-02-08,外科病棟,軽微,術後覚醒時に酸素マスクの装着が一時的に外れた
502,2023-03-20,腫瘍内科,中等,糖尿病患者の食前血糖測定が一度抜けた
503,2023-04-03,血液内科,軽微,凝固検体のシリカ管混入が疑われ再採血
504,2024-04-18,呼吸器内科,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
505,2025-01-26,外科病棟,軽微,緊急検査のオーダー漏れが申し送り時に発覚
506,2024-08-08,腫瘍内科,軽微,血圧計のカフサイズが患者サイズに合わず再測定
507,2024-05-02,内視鏡室,軽微,点滴残量の確認が時間通り行われず予定より 38 分超過した
508,2023-04-16,泌尿器科,中等,採血管の順番を誤ったが検査結果に影響なし
509,2025-01-01,ICU,軽微,注射針のリキャップを一部で行ってしまった
510,2023-02-10,小児科,中等,車椅子移乗時のブレーキ確認が省略された
511,2024-06-20,内視鏡室,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
512,2024-01-17,脳神経外科,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
513,2023-12-13,耳鼻咽喉科,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
514,2024-10-08,腫瘍内科,軽微,異常値アラートに対する対応が勤務交代のため遅れた
515,2023-04-07,循環器内科,中等,術後覚醒時に酸素マスクの装着が一時的に外れた
516,2023-09-16,皮膚科,中等,クラーク業務の記録集計に漏れがあり翌日訂正
517,2025-07-17,血液内科,中等,異常値アラートに対する対応が勤務交代のため遅れた
518,2023-03-25,呼吸器内科,中等,経管栄養剤の投与速度を誤って設定したが早期発見
519,2023-12-25,脳神経外科,重大,同姓患者が 2 名入院しており取り違えリスクがあったため ID バンド再確認を徹底
520,2024-11-09,放射線科,軽微,転棟時の情報提供書の記載漏れがあり追記した
521,2025-08-18,ICU,軽微,超音波検査室への患者移送が予約時刻に 30 分遅れた
522,2025-03-21,精神科病棟,中等,輸血後副作用モニタリングの記録が 30 分後に集約
523,2024-12-20,皮膚科,重大,腹膜透析液の加温が不十分で患者が冷感を訴えた
524,2024-06-23,ICU,軽微,転倒リスク評価表の更新が 1 週間滞っていた
525,2024-06-04,手術室,軽微,検体採取ラベルの貼り間違いに気づき採取し直した
526,2023-07-04,産婦人科,軽微,外来予約の日時案内に誤りがあり電話で再案内
527,2024-05-12,産婦人科,軽微,中心静脈カテーテルの固定テープが緩み再固定した
528,2023-06-08,ICU,軽微,小児患者の体重換算投与量の二重確認が省略された
529,2023-04-14,内視鏡室,中等,ヘパリンロックの濃度計算を確認後に是正
530,2025-01-26,内視鏡室,軽微,採血管の順番を誤ったが検査結果に影響なし
531,2025-06-16,麻酔科,軽微,血糖測定器の校正期限切れに気づかず測定した
532,2024-01-21,透析室,軽微,ヘパリンロックの濃度計算を確認後に是正
533,2024-12-10,麻酔科,軽微,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
534,2023-06-19,皮膚科,軽微,夜間帯に新生児がベッドから転落しセンサーマットで検知
535,2024-11-23,皮膚科,軽微,車椅子移乗時のブレーキ確認が省略された
536,2024-09-17,脳神経外科,中等,小児患者の体重換算投与量の二重確認が省略された
537,2024-04-04,小児科,軽微,検体採取ラベルの貼り間違いに気づき採取し直した
538,2025-09-15,泌尿器科,中等,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
539,2025-05-05,産婦人科,軽微,バスキュラーアクセス部位の腫脹に気づき処置を追加
540,2024-08-07,薬剤部,軽微,術後覚醒時に酸素マスクの装着が一時的に外れた
541,2025-03-07,放射線科,軽微,離床センサーの電池切れで機能していなかった
542,2025-09-16,救急外来,中等,在宅酸素療法導入時の患者教育で確認項目が不足
543,2024-09-11,透析室,中等,リドカイン の禁忌併用薬の確認が処方時に不十分だった
544,2025-06-14,手術室,軽微,散剤秤量時の計量誤差が再計量で是正された
545,2024-12-29,内視鏡室,中等,術後覚醒時に酸素マスクの装着が一時的に外れた
546,2023-03-27,麻酔科,軽微,深夜帯に認知症患者が徘徊し病室から離れた
547,2025-07-16,内視鏡室,軽微,小児患者の離床時に付き添いが不足した
548,2025-08-27,小児科,中等,透析中の血圧低下に対する対応が 10 分遅れた
549,2025-08-10,内科病棟,軽微,心電図検査のコード貼付位置が一時誤った
550,2024-05-29,手術室,軽微,オピオイドの向精神薬管理簿記入が時刻抜けで後から追記
551,2024-01-19,小児科,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
552,2023-04-12,眼科,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
553,2023-05-30,透析室,軽微,経管栄養剤の投与速度を誤って設定したが早期発見
554,2025-04-29,リハビリ室,中等,中心静脈カテーテルの固定テープが緩み再固定した
555,2025-02-16,眼科,軽微,食事にアレルゲンが含まれるおそれがあり配膳前に交換
556,2023-01-06,ICU,軽微,褥瘡処置の体位変換記録が 1 勤務帯抜けた
557,2025-05-05,透析室,軽微,医師の指示が電子カルテに反映されるのが翌日となった
558,2024-09-15,内視鏡室,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
559,2023-10-23,小児科,軽微,グリメピリド の禁忌併用薬の確認が処方時に不十分だった
560,2024-03-05,腫瘍内科,中等,点滴スタンドの車輪固定が不十分で転倒リスクとなった
561,2023-03-06,CCU,中等,隔離室入室時のガウンテクニックで手順が省略された
562,2024-09-03,循環器内科,軽微,サージカルマスクの着用方法が一部職員で不適切だった
563,2024-08-11,小児科,中等,内視鏡検査前の絶食確認で前夜の服薬履歴が不明瞭
564,2024-03-15,内科病棟,軽微,手術部位マーキングが術前最終確認で薄く再マーキングした
565,2024-08-07,検査部,軽微,輸血後副作用モニタリングの記録が 30 分後に集約
566,2023-03-29,内視鏡室,重大,経口薬の粉砕可否確認が与薬直前まで行われていなかった
567,2025-09-03,内視鏡室,軽微,小児患者の体重換算投与量の二重確認が省略された
568,2024-06-03,循環器内科,軽微,心不全患者の in-out バランス記録が 4 時間抜けた
569,2024-04-26,外科病棟,軽微,病理検体の固定液が不足していたが搬送前に補充
570,2023-09-17,皮膚科,軽微,小児患者の体重換算投与量の二重確認が省略された
571,2023-03-11,手術室,軽微,アレルギー食品表記のダブルチェックが抜けた
572,2024-10-05,CCU,中等,DNAR 意思確認の記録場所が不統一だった
573,2025-02-13,精神科病棟,軽微,CT 造影剤のアレルギー歴確認が検査直前に見落とされそうになった
574,2024-07-13,精神科病棟,中等,注射針のリキャップを一部で行ってしまった
575,2025-04-30,麻酔科,中等,同姓患者が 2 名入院しており取り違えリスクがあったため ID バンド再確認を徹底
576,2024-05-05,腫瘍内科,軽微,中心静脈カテーテルの固定テープが緩み再固定した
577,2023-03-06,眼科,中等,点滴スタンドの車輪固定が不十分で転倒リスクとなった
578,2023-02-07,脳神経外科,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
579,2023-07-24,外科病棟,軽微,検体採取ラベルの貼り間違いに気づき採取し直した
580,2024-06-11,放射線科,重大,吸引器のアラームへの初動が 2 分遅れた
581,2023-02-07,麻酔科,軽微,術後覚醒時に酸素マスクの装着が一時的に外れた
582,2024-01-01,麻酔科,軽微,嚥下機能低下患者の食事形態が指示より 1 段階硬めだった
583,2023-12-06,整形外科,軽微,病理検体の固定液が不足していたが搬送前に補充
584,2024-03-23,放射線科,中等,透析終了後の止血時間が通常より短く追加圧迫
585,2025-09-06,放射線科,軽微,カテーテル抜去時の圧迫時間が通常より短かった
586,2024-05-23,眼科,軽微,経管栄養施行中の頭位挙上が一時的に不十分だった
587,2025-03-27,内視鏡室,軽微,オピオイドの向精神薬管理簿記入が時刻抜けで後から追記
588,2025-01-14,検査部,軽微,血圧計のカフサイズが患者サイズに合わず再測定
589,2025-04-22,救急外来,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
590,2023-04-16,ICU,軽微,内視鏡検査前の絶食確認で前夜の服薬履歴が不明瞭
591,2023-11-10,薬剤部,軽微,転倒リスク評価表の更新が 1 週間滞っていた
592,2023-06-20,眼科,軽微,深夜帯に認知症患者が徘徊し病室から離れた
593,2023-02-13,皮膚科,中等,CT 造影剤のアレルギー歴確認が検査直前に見落とされそうになった
594,2024-09-21,検査部,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
595,2025-08-28,外科病棟,軽微,とろみ付き食事の指示が当日配膳時に徹底されていなかった
596,2024-02-20,手術室,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
597,2024-11-26,救急外来,重大,膀胱留置カテーテルの蓄尿量測定記録が勤務交代時に抜けた
598,2025-05-19,血液内科,中等,車椅子移乗時のブレーキ確認が省略された
599,2023-02-05,透析室,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
600,2024-10-22,手術室,軽微,バスキュラーアクセス部位の腫脹に気づき処置を追加
601,2024-08-03,外科病棟,軽微,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
602,2024-04-05,手術室,軽微,病棟内の救急カート内の物品定数チェックで 1 項目不足
603,2023-03-20,呼吸器内科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
604,2024-02-12,精神科病棟,軽微,手術器械のカウント確認で 1 度数え直しが発生
605,2025-09-10,CCU,軽微,カテーテル抜去時の圧迫時間が通常より短かった
606,2024-05-26,内視鏡室,軽微,輸液ポンプの流量設定が誤って設定され数分後に是正
607,2023-05-01,整形外科,中等,転棟時の情報提供書の記載漏れがあり追記した
608,2024-04-01,産婦人科,重大,術後覚醒時に酸素マスクの装着が一時的に外れた
609,2024-12-11,リハビリ室,軽微,中心静脈カテーテルの固定テープが緩み再固定した
610,2025-05-23,ICU,軽微,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
611,2024-12-31,薬剤部,重大,緊急検査のオーダー漏れが申し送り時に発覚
612,2024-11-29,精神科病棟,中等,転棟時の情報提供書の記載漏れがあり追記した
613,2023-03-08,循環器内科,軽微,透析終了後の止血時間が通常より短く追加圧迫
614,2023-11-04,救急外来,中等,経管栄養施行中の頭位挙上が一時的に不十分だった
615,2024-12-18,腫瘍内科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
616,2024-06-04,小児科,軽微,人工呼吸器の加温加湿器の水位確認が 5 時間以上抜けた
617,2023-08-31,泌尿器科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
618,2024-07-21,呼吸器内科,軽微,在宅酸素療法導入時の患者教育で確認項目が不足
619,2024-07-18,透析室,軽微,与薬時の 6R 確認のうち指示書の再確認が一部省略された
620,2023-03-09,脳神経外科,軽微,病歴記録の修正履歴が一部残らなかった
621,2025-01-06,リハビリ室,軽微,外来予約の日時案内に誤りがあり電話で再案内
622,2024-02-24,呼吸器内科,軽微,入院診療計画書の家族サインが後日となった
623,2023-11-21,腫瘍内科,軽微,トイレ歩行時のナースコール押下が間に合わず転倒リスク発生
624,2024-11-27,内視鏡室,軽微,COPD 患者の酸素流量設定が申し送りと異なっていた
625,2025-04-28,麻酔科,軽微,吸引器のチューブ交換時刻の記録漏れ
626,2023-07-06,麻酔科,重大,骨折患者の離床時に付き添いが不足した
627,2025-07-21,外科病棟,中等,針刺し事故の報告が勤務交代後となった
628,2023-06-06,脳神経外科,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
629,2025-08-15,眼科,軽微,バスキュラーアクセス部位の腫脹に気づき処置を追加
630,2025-08-21,内視鏡室,中等,インスリン自己注射の手技確認が退院前に十分行われなかった
631,2023-03-22,整形外科,軽微,夜間のラウンド予定時刻が 30 分遅れた
632,2024-07-18,整形外科,軽微,手術患者の当日検査結果が術直前に判明
633,2024-09-21,循環器内科,軽微,糖尿病食のカロリー設定が一時的に標準食となっていた
634,2023-06-22,呼吸器内科,重大,ドレーンの排液量を 2 時間分まとめて記録していた
635,2023-06-25,耳鼻咽喉科,軽微,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
636,2024-09-11,精神科病棟,中等,人工呼吸器の日常点検記録が 1 日抜けていた
637,2025-04-25,内科病棟,軽微,バスキュラーアクセス部位の腫脹に気づき処置を追加
638,2024-10-18,麻酔科,軽微,嚥下機能低下患者の食事形態が指示より 1 段階硬めだった
639,2023-08-04,麻酔科,軽微,絶食指示が医師から口頭のみで伝達され朝食が配膳された
640,2024-10-16,内科病棟,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
641,2024-07-12,脳神経外科,軽微,手術患者の当日検査結果が術直前に判明
642,2024-05-09,小児科,中等,看護記録の入力が勤務時間内に完了しなかった
643,2024-02-20,脳神経外科,軽微,医師指示の口頭受けで復唱確認が一部省略された
644,2023-03-03,救急外来,軽微,手指衛生の確認表で記入漏れが散見された
645,2024-04-20,産婦人科,軽微,膀胱留置カテーテルの蓄尿量測定記録が勤務交代時に抜けた
646,2023-11-17,眼科,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
647,2023-12-20,放射線科,軽微,病理検体の固定液が不足していたが搬送前に補充
648,2024-06-11,循環器内科,軽微,手術部位マーキングが術前最終確認で薄く再マーキングした
649,2024-04-22,CCU,軽微,手術器械のカウント確認で 1 度数え直しが発生
650,2023-05-25,CCU,軽微,バスキュラーアクセス部位の腫脹に気づき処置を追加
651,2024-01-29,血液内科,軽微,クラーク業務の記録集計に漏れがあり翌日訂正
652,2025-06-05,救急外来,中等,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
653,2024-08-14,皮膚科,軽微,病棟内の救急カート内の物品定数チェックで 1 項目不足
654,2023-06-13,リハビリ室,重大,トイレ歩行時のナースコール押下が間に合わず転倒リスク発生
655,2024-05-25,脳神経外科,軽微,与薬時の 6R 確認のうち指示書の再確認が一部省略された
656,2025-08-25,放射線科,軽微,クラーク業務の記録集計に漏れがあり翌日訂正
657,2023-09-04,産婦人科,軽微,インスリン の禁忌併用薬の確認が処方時に不十分だった
658,2023-10-16,リハビリ室,軽微,透析導入患者の体重測定が勤務交代時間帯に抜けた
659,2024-11-19,リハビリ室,軽微,カルバペネム と ドパミン を取り違えて準備したが投与前に発見
660,2023-05-18,整形外科,中等,病棟内の救急カート内の物品定数チェックで 1 項目不足
661,2024-02-17,手術室,軽微,鉄剤 の禁忌併用薬の確認が処方時に不十分だった
662,2023-07-19,手術室,軽微,スピロノラクトン の皮下注射部位ローテーションが記録されていなかった
663,2024-05-31,薬剤部,中等,手術室申し送り時に患者アレルギー情報が口頭のみだった
664,2025-04-25,血液内科,中等,持参薬と院内処方薬の重複投与を服薬指導時に発見
665,2023-05-12,CCU,軽微,リハビリ中に血圧測定を予定通り行えず後回しとなった
666,2023-12-14,循環器内科,重大,院外処方箋発行時に屯用薬の指示回数が抜けていた
667,2023-05-28,産婦人科,軽微,骨折患者がベッドサイドで転倒したが外傷なし
668,2023-02-16,外科病棟,軽微,異常値アラートに対する対応が勤務交代のため遅れた
669,2025-04-03,リハビリ室,軽微,ドレーンの排液量を 2 時間分まとめて記録していた
670,2024-09-12,内視鏡室,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
671,2024-09-19,精神科病棟,軽微,食事にアレルゲンが含まれるおそれがあり配膳前に交換
672,2025-01-27,脳神経外科,軽微,感染性廃棄物の分別が一部で不適切だった
673,2025-04-28,内視鏡室,軽微,転棟時の情報提供書の記載漏れがあり追記した
674,2024-07-30,脳神経外科,軽微,フロセミド の投与時刻が指示より 57 分遅れた
675,2024-11-20,CCU,重大,パルスオキシメーターのプローブ装着位置がずれ測定値低下
676,2023-11-12,泌尿器科,中等,心不全患者の in-out バランス記録が 4 時間抜けた
677,2024-12-05,腫瘍内科,軽微,ベッド柵の上げ忘れが朝巡回で発見された
678,2023-09-29,腫瘍内科,中等,産科での新生児沐浴時の湯温確認が手順通りでなかった
679,2024-08-15,呼吸器内科,軽微,リドカイン の禁忌併用薬の確認が処方時に不十分だった
680,2023-06-24,内視鏡室,軽微,絶食指示が医師から口頭のみで伝達され朝食が配膳された
681,2025-03-04,放射線科,軽微,看護記録の入力が勤務時間内に完了しなかった
682,2023-09-06,外科病棟,軽微,同姓患者が 2 名入院しており取り違えリスクがあったため ID バンド再確認を徹底
683,2023-04-23,産婦人科,軽微,血液培養のボトル数が指示と異なり追加採取した
684,2024-03-04,透析室,軽微,吸引カテーテルのサイズが指示と異なるまま使用
685,2024-02-25,内視鏡室,中等,経管栄養剤の投与速度を誤って設定したが早期発見
686,2024-04-27,皮膚科,中等,転棟時の情報提供書の記載漏れがあり追記した
687,2023-05-22,内視鏡室,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
688,2024-11-09,リハビリ室,軽微,血液培養のボトル数が指示と異なり追加採取した
689,2025-09-06,救急外来,軽微,C. difficile 感染疑い患者の隔離対応が初動で遅延
690,2023-12-17,循環器内科,軽微,外来予約の日時案内に誤りがあり電話で再案内
691,2025-06-07,皮膚科,中等,在宅酸素療法導入時の患者教育で確認項目が不足
692,2024-12-10,整形外科,軽微,胃管挿入後の位置確認が聴診のみで X 線確認が省略された
693,2025-09-07,小児科,軽微,手術患者の当日検査結果が術直前に判明
694,2023-08-19,脳神経外科,中等,転棟時の情報提供書の記載漏れがあり追記した
695,2023-08-01,眼科,中等,血液培養のボトル数が指示と異なり追加採取した
696,2024-05-06,手術室,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
697,2025-03-25,皮膚科,軽微,持参薬と院内処方薬の重複投与を服薬指導時に発見
698,2024-08-10,耳鼻咽喉科,軽微,透析終了後の止血時間が通常より短く追加圧迫
699,2024-02-09,手術室,重大,在宅酸素療法導入時の患者教育で確認項目が不足
700,2023-05-30,脳神経外科,軽微,夜間のラウンド予定時刻が 30 分遅れた
701,2025-01-01,ICU,軽微,車椅子移乗時のブレーキ確認が省略された
702,2024-11-02,整形外科,中等,褥瘡処置の体位変換記録が 1 勤務帯抜けた
703,2023-07-26,循環器内科,軽微,輸液ポンプの流量設定が誤って設定され数分後に是正
704,2024-12-13,整形外科,軽微,食事にアレルゲンが含まれるおそれがあり配膳前に交換
705,2025-01-28,呼吸器内科,軽微,クロピドグレル の禁忌併用薬の確認が処方時に不十分だった
706,2023-08-20,腫瘍内科,軽微,屯用 ランソプラゾール の投与理由の記録が後日となった
707,2023-12-05,眼科,軽微,看護記録の入力が勤務時間内に完了しなかった
708,2025-02-28,透析室,軽微,心電図モニターの電極外れで一時波形が欠落した
709,2025-08-09,救急外来,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
710,2025-06-20,リハビリ室,軽微,人工呼吸器の加温加湿器の水位確認が 6 時間以上抜けた
711,2023-11-25,脳神経外科,軽微,腹膜透析液の加温が不十分で患者が冷感を訴えた
712,2025-02-26,ICU,中等,手術室入室前の患者識別バンド確認で一部手順が省略された
713,2024-07-01,皮膚科,中等,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
714,2023-02-08,救急外来,軽微,糖尿病患者の体重測定が勤務交代時間帯に抜けた
715,2025-08-14,外科病棟,重大,心電図検査のコード貼付位置が一時誤った
716,2025-03-17,リハビリ室,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
717,2025-09-12,脳神経外科,中等,モルヒネ と カルバペネム を取り違えて準備したが投与前に発見
718,2025-08-08,精神科病棟,軽微,糖尿病食のカロリー設定が一時的に標準食となっていた
719,2024-07-10,内視鏡室,軽微,リハビリプログラムの負荷設定が患者体調と合わず途中で中止
720,2023-05-18,内視鏡室,軽微,胃管挿入後の位置確認が聴診のみで X 線確認が省略された
721,2025-04-08,CCU,軽微,医師の指示が電子カルテに反映されるのが翌日となった
722,2024-04-14,腫瘍内科,軽微,カテーテル抜去時の圧迫時間が通常より短かった
723,2023-01-15,皮膚科,軽微,内視鏡検査前の絶食確認で前夜の服薬履歴が不明瞭
724,2024-08-04,耳鼻咽喉科,中等,注射針のリキャップを一部で行ってしまった
725,2024-09-17,腫瘍内科,中等,放射線被曝防護エプロンの保管状態が不適切だった
726,2024-03-13,内視鏡室,軽微,HD 患者が病室のトイレで転倒したが外傷なし
727,2023-07-09,透析室,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
728,2023-09-12,内科病棟,軽微,手術部位マーキングが術前最終確認で薄く再マーキングした
729,2024-04-02,麻酔科,軽微,異常値アラートに対する対応が勤務交代のため遅れた
730,2023-11-06,呼吸器内科,中等,シタグリプチン と フロセミド を取り違えて準備したが投与前に発見
731,2024-12-10,小児科,軽微,持参薬と院内処方薬の重複投与を服薬指導時に発見
732,2024-04-21,脳神経外科,軽微,看護記録の入力が勤務時間内に完了しなかった
733,2024-05-29,眼科,中等,医師指示の口頭受けで復唱確認が一部省略された
734,2023-05-01,腫瘍内科,重大,内視鏡検査前の絶食確認で前夜の服薬履歴が不明瞭
735,2024-01-12,血液内科,軽微,夜間のラウンド予定時刻が 30 分遅れた
736,2023-05-17,リハビリ室,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
737,2024-09-12,手術室,軽微,心電図モニターの電極外れで一時波形が欠落した
738,2025-07-23,リハビリ室,中等,在宅酸素療法導入時の患者教育で確認項目が不足
739,2024-11-11,産婦人科,中等,看護記録の入力が勤務時間内に完了しなかった
740,2025-02-11,血液内科,中等,オピオイドの向精神薬管理簿記入が時刻抜けで後から追記
741,2024-06-22,薬剤部,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
742,2023-03-21,呼吸器内科,軽微,ヘパリンロックの濃度計算を確認後に是正
743,2024-07-14,内視鏡室,軽微,C. difficile 感染疑い患者の隔離対応が初動で遅延
744,2023-06-03,救急外来,軽微,針刺し事故の報告が勤務交代後となった
745,2024-03-28,CCU,中等,病歴記録の修正履歴が一部残らなかった
746,2024-08-20,リハビリ室,軽微,サージカルマスクの着用方法が一部職員で不適切だった
747,2024-04-01,泌尿器科,軽微,末梢静脈ルート確保時の血管損傷で再穿刺となった
748,2024-06-09,検査部,軽微,点滴残量の確認が時間通り行われず予定より 45 分超過した
749,2024-04-18,耳鼻咽喉科,中等,家族への病状説明記録が口頭のみで文書化されていなかった
