id,date,department,severity,incident_text
750,2023-01-23,放射線科,軽微,人工呼吸器装着患者への アトルバスタチン の投与量誤りを準備段階で発見し再確認した
751,2024-08-15,ICU,軽微,MRI 検査前の金属チェックで持参品確認が直前となった
752,2024-12-18,ICU,軽微,点滴残量の確認が時間通り行われず予定より 14 分超過した
753,2025-08-14,リハビリ室,軽微,夜間帯に糖尿病患者がベッドから転落しセンサーマットで検知
754,2025-02-26,透析室,中等,医師の指示が電子カルテに反映されるのが翌日となった
755,2024-10-23,検査部,軽微,透析終了後の止血時間が通常より短く追加圧迫
756,2024-01-27,薬剤部,中等,腹膜透析液の加温が不十分で患者が冷感を訴えた
757,2024-01-22,放射線科,軽微,クラーク業務の記録集計に漏れがあり翌日訂正
758,2024-11-08,循環器内科,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
759,2023-12-23,CCU,軽微,C. difficile 感染疑い患者の隔離対応が初動で遅延
760,2024-02-07,内視鏡室,軽微,創部ドレッシング交換の頻度指示を誤って解釈した
761,2025-05-04,内科病棟,中等,手術患者の当日検査結果が術直前に判明
762,2024-04-19,耳鼻咽喉科,中等,転倒リスク評価表の更新が 1 週間滞っていた
763,2024-06-28,放射線科,中等,手術器械のカウント確認で 1 度数え直しが発生
764,2024-04-16,手術室,軽微,胃管挿入後の位置確認が聴診のみで X 線確認が省略された
765,2025-08-17,皮膚科,中等,ランソプラゾール の処方変更指示が前日の内容のまま更新されていなかった
766,2024-09-21,麻酔科,重大,透析中の血圧低下に対する対応が 5 分遅れた
767,2023-09-04,産婦人科,軽微,血糖測定器の校正期限切れに気づかず測定した
768,2023-02-04,薬剤部,軽微,転棟時の情報提供書の記載漏れがあり追記した
769,2025-06-12,外科病棟,軽微,救急搬送患者への配薬時に同室患者の薬袋を一時的に持参しそうになった
770,2024-03-25,小児科,軽微,院外処方箋発行時に屯用薬の指示回数が抜けていた
771,2025-06-03,麻酔科,軽微,感染性廃棄物の分別が一部で不適切だった
772,2023-10-24,小児科,中等,医師の指示が電子カルテに反映されるのが翌日となった
773,2024-08-12,精神科病棟,軽微,外来予約の日時案内に誤りがあり電話で再案内
774,2024-11-19,精神科病棟,軽微,COPD 患者の酸素流量設定が申し送りと異なっていた
775,2023-05-27,耳鼻咽喉科,軽微,夜間帯にがん患者がベッドから転落しセンサーマットで検知
776,2023-10-09,外科病棟,軽微,吸引器のチューブ交換時刻の記録漏れ
777,2025-06-19,皮膚科,重大,輸血前の照合で血液型表示を読み上げ確認が一部省略された
778,2024-11-26,検査部,軽微,ゾルピデム の禁忌併用薬の確認が処方時に不十分だった
779,2025-08-22,腫瘍内科,中等,小児患者の体重換算投与量の二重確認が省略された
780,2024-06-21,精神科病棟,中等,夜間帯にICU 患者がベッドから転落しセンサーマットで検知
781,2023-11-04,放射線科,軽微,C. difficile 感染疑い患者の隔離対応が初動で遅延
782,2024-04-29,小児科,中等,手術患者の当日検査結果が術直前に判明
783,2025-05-28,眼科,軽微,トイレ歩行時のナースコール押下が間に合わず転倒リスク発生
784,2025-07-25,外科病棟,軽微,クラーク業務の記録集計に漏れがあり翌日訂正
785,2024-03-02,循環器内科,軽微,凝固検体のシリカ管混入が疑われ再採血
786,2023-09-06,整形外科,軽微,糖尿病食のカロリー設定が一時的に標準食となっていた
787,2023-03-22,薬剤部,中等,与薬時の 6R 確認のうち指示書の再確認が一部省略された
788,2024-07-02,皮膚科,中等,アセトアミノフェン の禁忌併用薬の確認が処方時に不十分だった
789,2024-01-22,耳鼻咽喉科,軽微,化学療法患者への配薬時に同室患者の薬袋を一時的に持参しそうになった
790,2023-03-16,産婦人科,中等,吸引器のチューブ交換時刻の記録漏れ
791,2025-01-11,耳鼻咽喉科,軽微,手指衛生の確認表で記入漏れが散見された
792,2023-08-02,精神科病棟,軽微,腹膜透析液の加温が不十分で患者が冷感を訴えた
793,2023-01-16,産婦人科,重大,クラーク業務の記録集計に漏れがあり翌日訂正
794,2025-01-29,CCU,中等,院外処方箋発行時に屯用薬の指示回数が抜けていた
795,2024-05-05,小児科,中等,転棟時の情報提供書の記載漏れがあり追記した
796,2023-07-29,放射線科,重大,心電図モニターの電極外れで一時波形が欠落した
797,2023-11-26,麻酔科,軽微,トイレ歩行時のナースコール押下が間に合わず転倒リスク発生
798,2024-06-30,腫瘍内科,軽微,術中出血量の記録が集計時点で相違したため再確認
799,2024-01-04,内視鏡室,中等,トイレ歩行時のナースコール押下が間に合わず転倒リスク発生
800,2023-04-11,泌尿器科,重大,ベッド柵の上げ忘れが朝巡回で発見された
801,2025-02-18,精神科病棟,重大,病理検体の固定液が不足していたが搬送前に補充
802,2023-11-17,検査部,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
803,2023-08-15,皮膚科,軽微,術中出血量の記録が集計時点で相違したため再確認
804,2024-07-20,呼吸器内科,軽微,離床センサーの電池切れで機能していなかった
805,2023-10-30,透析室,軽微,手術室入室前の患者識別バンド確認で一部手順が省略された
806,2024-01-24,呼吸器内科,中等,隔離室入室時のガウンテクニックで手順が省略された
807,2024-07-17,腫瘍内科,重大,採血管の順番を誤ったが検査結果に影響なし
808,2023-09-21,麻酔科,中等,クラーク業務の記録集計に漏れがあり翌日訂正
809,2025-01-10,腫瘍内科,中等,点滴スタンドの車輪固定が不十分で転倒リスクとなった
810,2023-06-22,皮膚科,中等,採血時に駆血帯を 2 分以上巻いたまま放置した
811,2023-05-24,皮膚科,軽微,カテーテル抜去時の圧迫時間が通常より短かった
812,2025-07-27,循環器内科,重大,夜間のラウンド予定時刻が 30 分遅れた
813,2023-03-02,内視鏡室,軽微,インスリン自己注射の手技確認が退院前に十分行われなかった
814,2023-03-18,耳鼻咽喉科,軽微,慢性腎不全患者への プレドニゾロン の投与量誤りを準備段階で発見し再確認した
815,2025-05-12,腫瘍内科,軽微,転棟時の情報提供書の記載漏れがあり追記した
816,2023-06-04,内科病棟,軽微,点滴スタンドの車輪固定が不十分で転倒リスクとなった
817,2024-01-18,外科病棟,軽微,輸血後副作用モニタリングの記録が 30 分後に集約
818,2025-08-14,血液内科,重大,アレルギー食品表記のダブルチェックが抜けた
819,2024-05-14,内科病棟,軽微,心電図モニターの電極外れで一時波形が欠落した
820,2024-02-26,内科病棟,軽微,家族への病状説明記録が口頭のみで文書化されていなかった
821,2023-10-09,循環器内科,重大,ミダゾラム の投与時刻が指示より 119 分遅れた
822,2024-12-15,耳鼻咽喉科,軽微,リハビリプログラムの負荷設定が患者体調と合わず途中で中止
823,2025-07-20,救急外来,軽微,屯用 クロピドグレル の投与理由の記録が後日となった
824,2023-06-02,小児科,軽微,MRSA 保菌患者の情報共有が転棟時に遅れた
825,2023-09-16,手術室,軽微,心電図検査のコード貼付位置が一時誤った
826,2023-03-22,手術室,重大,点滴スタンドの車輪固定が不十分で転倒リスクとなった
827,2024-08-01,小児科,重大,創部ドレッシング交換の頻度指示を誤って解釈した
828,2023-11-04,耳鼻咽喉科,中等,オピオイドの向精神薬管理簿記入が時刻抜けで後から追記
829,2024-10-31,腫瘍内科,中等,与薬時の 6R 確認のうち指示書の再確認が一部省略された
830,2024-02-20,放射線科,軽微,ベッド柵の上げ忘れが朝巡回で発見された
831,2023-02-27,腫瘍内科,軽微,採血時に駆血帯を 2 分以上巻いたまま放置した
832,2023-03-26,リハビリ室,中等,糖尿病食のカロリー設定が一時的に標準食となっていた
833,2025-03-14,精神科病棟,軽微,糖尿病患者の食前血糖測定が一度抜けた
834,2025-09-24,CCU,中等,経管栄養剤の投与速度を誤って設定したが早期発見
835,2023-02-13,小児科,軽微,心不全患者の in-out バランス記録が 4 時間抜けた
836,2024-12-09,呼吸器内科,軽微,小児患者への配薬時に同室患者の薬袋を一時的に持参しそうになった
837,2024-12-01,整形外科,中等,人工呼吸器の日常点検記録が 1 日抜けていた
838,2023-07-03,精神科病棟,軽微,吸引カテーテルのサイズが指示と異なるまま使用
839,2024-08-24,透析室,中等,病歴記録の修正履歴が一部残らなかった
840,2025-04-20,放射線科,重大,手術患者の当日検査結果が術直前に判明
841,2023-06-16,呼吸器内科,軽微,ヘパリンロックの濃度計算を確認後に是正
842,2025-05-19,放射線科,中等,血液浄化装置のアラームへの初動が 2 分遅れた
843,2025-02-12,皮膚科,軽微,医師指示の口頭受けで復唱確認が一部省略された
844,2025-01-11,ICU,軽微,入院診療計画書の家族サインが後日となった
845,2023-12-21,外科病棟,軽微,手術室入室前の患者識別バンド確認で一部手順が省略された
846,2025-05-08,ICU,軽微,外来予約の日時案内に誤りがあり電話で再案内
847,2024-09-20,血液内科,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
848,2023-12-01,内科病棟,軽微,小児患者の体重換算投与量の二重確認が省略された
849,2024-04-06,リハビリ室,軽微,心電図モニターの電極外れで一時波形が欠落した
850,2025-08-21,放射線科,軽微,看護記録の入力が勤務時間内に完了しなかった
851,2024-08-22,耳鼻咽喉科,軽微,外来予約の日時案内に誤りがあり電話で再案内
852,2024-09-25,脳神経外科,中等,病歴記録の修正履歴が一部残らなかった
853,2023-03-17,ICU,軽微,超音波検査室への患者移送が予約時刻に 30 分遅れた
854,2023-06-07,皮膚科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
855,2023-04-20,ICU,軽微,検体採取ラベルの貼り間違いに気づき採取し直した
856,2024-03-31,手術室,中等,散剤秤量時の計量誤差が再計量で是正された
857,2023-05-16,ICU,軽微,深夜帯に認知症患者が徘徊し病室から離れた
858,2024-07-24,循環器内科,軽微,散剤秤量時の計量誤差が再計量で是正された
859,2023-01-27,ICU,軽微,与薬時の 6R 確認のうち指示書の再確認が一部省略された
860,2024-09-03,血液内科,中等,病棟間の患者移送時にベッド IV ライン固定が不十分だった
861,2024-01-30,内科病棟,軽微,凝固検体のシリカ管混入が疑われ再採血
862,2025-03-08,ICU,中等,輸液ポンプの流量設定が誤って設定され数分後に是正
863,2025-07-15,小児科,軽微,採血時に駆血帯を 2 分以上巻いたまま放置した
864,2024-12-02,放射線科,軽微,麻酔導入時の薬剤準備で 2 アンプル多く準備された
865,2023-11-05,整形外科,軽微,経口薬の粉砕可否確認が与薬直前まで行われていなかった
866,2023-06-21,検査部,軽微,手術患者の当日検査結果が術直前に判明
867,2024-05-10,泌尿器科,軽微,術前絶飲食指示の時間が予定より短く再確認
868,2025-08-24,小児科,中等,隔離室入室時のガウンテクニックで手順が省略された
869,2024-08-31,血液内科,軽微,散剤秤量時の計量誤差が再計量で是正された
870,2023-05-19,脳神経外科,軽微,心電図検査のコード貼付位置が一時誤った
871,2023-12-07,血液内科,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
872,2023-12-04,薬剤部,軽微,抗がん剤調製時の密閉環境の確認手順が一部省略された
873,2025-04-23,腫瘍内科,重大,中心静脈カテーテルの固定テープが緩み再固定した
874,2023-11-04,精神科病棟,軽微,医師指示の口頭受けで復唱確認が一部省略された
875,2023-07-25,リハビリ室,軽微,クラーク業務の記録集計に漏れがあり翌日訂正
876,2024-02-12,精神科病棟,軽微,医師指示の口頭受けで復唱確認が一部省略された
877,2024-10-10,リハビリ室,重大,小児患者の体重換算投与量の二重確認が省略された
878,2023-09-06,精神科病棟,軽微,抗がん剤調製時の密閉環境の確認手順が一部省略された
879,2025-03-15,放射線科,軽微,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
880,2024-07-31,産婦人科,軽微,シリンジポンプのアラームへの初動が 3 分遅れた
881,2025-02-25,循環器内科,軽微,医師の指示が電子カルテに反映されるのが翌日となった
882,2024-04-17,眼科,軽微,在宅酸素療法導入時の患者教育で確認項目が不足
883,2023-10-26,眼科,軽微,インスリン自己注射の手技確認が退院前に十分行われなかった
884,2025-03-25,泌尿器科,軽微,隔離室入室時のガウンテクニックで手順が省略された
885,2023-05-23,腫瘍内科,軽微,術前絶飲食指示の時間が予定より短く再確認
886,2024-11-05,透析室,中等,リハビリ中に血圧測定を予定通り行えず後回しとなった
887,2024-01-22,ICU,軽微,血糖測定器の校正期限切れに気づかず測定した
888,2024-05-05,呼吸器内科,軽微,感染性廃棄物の分別が一部で不適切だった
889,2025-08-03,眼科,軽微,フロセミド の処方変更指示が前日の内容のまま更新されていなかった
890,2024-12-19,泌尿器科,軽微,とろみ付き食事の指示が当日配膳時に徹底されていなかった
891,2025-07-25,ICU,軽微,手術器械のカウント確認で 1 度数え直しが発生
892,2024-11-04,耳鼻咽喉科,軽微,糖尿病食のカロリー設定が一時的に標準食となっていた
893,2024-09-19,外科病棟,軽微,糖尿病食のカロリー設定が一時的に標準食となっていた
894,2024-11-24,腫瘍内科,軽微,院外処方箋発行時に屯用薬の指示回数が抜けていた
895,2023-12-06,泌尿器科,軽微,カルバペネム と シタグリプチン を取り違えて準備したが投与前に発見
896,2023-08-16,内視鏡室,中等,輸液ポンプの流量設定が誤って設定され数分後に是正
897,2024-08-17,眼科,軽微,深夜帯に認知症患者が徘徊し病室から離れた
898,2024-01-19,放射線科,軽微,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
899,2024-08-25,眼科,軽微,MRI 検査前の金属チェックで持参品確認が直前となった
900,2023-01-26,リハビリ室,軽微,離床センサーの電池切れで機能していなかった
901,2025-07-31,ICU,軽微,リハビリプログラムの負荷設定が患者体調と合わず途中で中止
902,2025-01-17,透析室,軽微,採血管の順番を誤ったが検査結果に影響なし
903,2024-04-11,泌尿器科,軽微,手指衛生の確認表で記入漏れが散見された
904,2023-12-23,リハビリ室,軽微,家族への病状説明記録が口頭のみで文書化されていなかった
905,2024-12-14,薬剤部,軽微,手術患者の当日検査結果が術直前に判明
906,2023-02-15,泌尿器科,中等,ジアゼパム の投与時刻が指示より 97 分遅れた
907,2023-04-22,耳鼻咽喉科,中等,酸素流量の設定指示が口頭のみでカルテに反映されていなかった
908,2025-01-28,小児科,軽微,心電図モニターの電極外れで一時波形が欠落した
909,2023-06-13,精神科病棟,軽微,夜間のラウンド予定時刻が 30 分遅れた
910,2024-04-18,小児科,中等,輸血前の照合で血液型表示を読み上げ確認が一部省略された
911,2023-07-08,救急外来,軽微,救急搬送患者の離床時に付き添いが不足した
912,2023-01-30,皮膚科,軽微,人工呼吸器の加温加湿器の水位確認が 7 時間以上抜けた
913,2024-08-29,検査部,軽微,転棟時の情報提供書の記載漏れがあり追記した
914,2023-08-08,産婦人科,軽微,転棟時の情報提供書の記載漏れがあり追記した
915,2025-04-08,泌尿器科,軽微,散剤秤量時の計量誤差が再計量で是正された
916,2025-03-29,循環器内科,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
917,2023-07-21,薬剤部,軽微,輸血後副作用モニタリングの記録が 30 分後に集約
918,2025-06-02,リハビリ室,軽微,とろみ付き食事の指示が当日配膳時に徹底されていなかった
919,2023-11-17,血液内科,軽微,心電図検査のコード貼付位置が一時誤った
920,2024-08-24,CCU,軽微,インスリン自己注射の手技確認が退院前に十分行われなかった
921,2024-04-13,血液内科,軽微,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
922,2024-12-23,泌尿器科,軽微,食事にアレルゲンが含まれるおそれがあり配膳前に交換
923,2024-08-27,ICU,中等,血液培養のボトル数が指示と異なり追加採取した
924,2023-05-01,小児科,軽微,カテーテル抜去時の圧迫時間が通常より短かった
925,2024-01-18,眼科,軽微,凝固検体のシリカ管混入が疑われ再採血
926,2024-03-04,血液内科,軽微,凝固検体のシリカ管混入が疑われ再採血
927,2024-03-09,救急外来,軽微,C. difficile 感染疑い患者の隔離対応が初動で遅延
928,2024-12-11,腫瘍内科,重大,注射針のリキャップを一部で行ってしまった
929,2024-07-22,救急外来,軽微,中心静脈カテーテルの固定テープが緩み再固定した
930,2023-07-11,精神科病棟,中等,絶食指示が医師から口頭のみで伝達され朝食が配膳された
931,2023-02-24,手術室,重大,接触感染予防策の個人防護具着用順序が逸脱した
932,2023-05-20,産婦人科,中等,クラーク業務の記録集計に漏れがあり翌日訂正
933,2024-07-29,内視鏡室,中等,夜間帯にHD 患者がベッドから転落しセンサーマットで検知
934,2024-05-18,検査部,中等,車椅子移乗時のブレーキ確認が省略された
935,2024-05-15,救急外来,軽微,夜勤帯に 高血圧患者の点滴更新が遅れ翌朝に気づいた
936,2025-02-18,小児科,軽微,手術室申し送り時に患者アレルギー情報が口頭のみだった
937,2023-08-19,循環器内科,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
938,2024-04-13,呼吸器内科,中等,外来予約の日時案内に誤りがあり電話で再案内
939,2024-05-22,循環器内科,軽微,除細動器のバッテリー残量確認が当直交代時に抜けた
940,2023-04-27,整形外科,中等,放射線被曝防護エプロンの保管状態が不適切だった
941,2024-01-11,循環器内科,中等,気管切開患者への配薬時に同室患者の薬袋を一時的に持参しそうになった
942,2025-01-06,薬剤部,軽微,転倒リスク評価表の更新が 1 週間滞っていた
943,2023-04-15,皮膚科,中等,院外処方箋発行時に屯用薬の指示回数が抜けていた
944,2023-09-11,脳神経外科,中等,ノルアドレナリン の処方変更指示が前日の内容のまま更新されていなかった
945,2023-09-27,手術室,中等,与薬時の 6R 確認のうち指示書の再確認が一部省略された
946,2024-03-25,CCU,中等,手術部位マーキングが術前最終確認で薄く再マーキングした
947,2023-08-03,泌尿器科,中等,医師指示の口頭受けで復唱確認が一部省略された
948,2023-12-26,眼科,軽微,転倒リスク評価表の更新が 1 週間滞っていた
949,2023-06-19,血液内科,軽微,吸引カテーテルのサイズが指示と異なるまま使用
950,2025-04-13,産婦人科,中等,血液浄化装置の日常点検記録が 1 日抜けていた
951,2024-06-29,整形外科,軽微,採血時に駆血帯を 2 分以上巻いたまま放置した
952,2023-11-28,眼科,軽微,除細動器のバッテリー残量確認が当直交代時に抜けた
953,2023-10-01,内視鏡室,重大,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
954,2025-04-14,CCU,軽微,院外処方箋発行時に屯用薬の指示回数が抜けていた
955,2025-03-15,検査部,重大,手術室申し送り時に患者アレルギー情報が口頭のみだった
956,2025-06-06,腫瘍内科,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
957,2023-05-16,小児科,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
958,2025-04-28,小児科,中等,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
959,2024-02-07,リハビリ室,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
960,2023-10-03,腫瘍内科,軽微,深夜帯に認知症患者が徘徊し病室から離れた
961,2023-03-19,腫瘍内科,中等,外来予約の日時案内に誤りがあり電話で再案内
962,2023-04-06,放射線科,軽微,手術室申し送り時に患者アレルギー情報が口頭のみだった
963,2024-12-12,手術室,軽微,接触感染予防策の個人防護具着用順序が逸脱した
964,2023-12-02,呼吸器内科,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
965,2025-05-17,皮膚科,軽微,入院診療計画書の家族サインが後日となった
966,2024-04-14,腫瘍内科,中等,CT 造影剤のアレルギー歴確認が検査直前に見落とされそうになった
967,2025-05-20,ICU,中等,心電図検査のコード貼付位置が一時誤った
968,2023-08-12,検査部,中等,隔離室入室時のガウンテクニックで手順が省略された
969,2023-10-02,精神科病棟,中等,採血管の順番を誤ったが検査結果に影響なし
970,2024-07-14,呼吸器内科,軽微,糖尿病患者の食前血糖測定が一度抜けた
971,2024-05-11,泌尿器科,軽微,看護記録の入力が勤務時間内に完了しなかった
972,2025-02-19,外科病棟,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
973,2025-03-13,薬剤部,軽微,経管栄養施行中の頭位挙上が一時的に不十分だった
974,2025-05-28,救急外来,軽微,慢性腎不全患者への ビソプロロール の投与量誤りを準備段階で発見し再確認した
975,2024-12-06,透析室,中等,手術患者の当日検査結果が術直前に判明
976,2023-06-12,整形外科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
977,2023-09-14,ICU,軽微,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
978,2024-10-26,救急外来,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
979,2023-11-09,皮膚科,中等,手術室入室前の患者識別バンド確認で一部手順が省略された
980,2024-03-15,腫瘍内科,軽微,屯用 アスピリン の投与理由の記録が後日となった
981,2023-08-07,リハビリ室,軽微,吸引器のチューブ交換時刻の記録漏れ
982,2023-08-20,内視鏡室,中等,アスピリン と ジアゼパム を取り違えて準備したが投与前に発見
983,2025-04-16,CCU,重大,転倒リスク評価表の更新が 1 週間滞っていた
984,2024-12-11,透析室,軽微,手術室入室前の患者識別バンド確認で一部手順が省略された
985,2024-01-28,ICU,中等,散剤秤量時の計量誤差が再計量で是正された
986,2023-04-16,精神科病棟,軽微,手術患者の当日検査結果が術直前に判明
987,2023-05-21,放射線科,中等,院外処方箋発行時に屯用薬の指示回数が抜けていた
988,2025-06-14,透析室,軽微,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
989,2023-05-27,ICU,軽微,メトトレキサート と ノルアドレナリン を取り違えて準備したが投与前に発見
990,2023-12-26,皮膚科,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
991,2023-06-05,検査部,軽微,車椅子移乗時のブレーキ確認が省略された
992,2025-05-30,産婦人科,軽微,屯用 プレドニゾロン の投与理由の記録が後日となった
993,2025-02-09,CCU,軽微,凝固検体のシリカ管混入が疑われ再採血
994,2023-12-26,検査部,軽微,中心静脈カテーテルの固定テープが緩み再固定した
995,2023-09-11,整形外科,軽微,手術器械のカウント確認で 1 度数え直しが発生
996,2024-07-20,血液内科,軽微,血圧計のカフサイズが患者サイズに合わず再測定
997,2023-10-19,麻酔科,重大,夜勤帯に 化学療法患者の点滴更新が遅れ翌朝に気づいた
998,2025-05-17,耳鼻咽喉科,中等,吸引カテーテルのサイズが指示と異なるまま使用
999,2024-06-14,血液内科,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
1000,2024-02-06,脳神経外科,軽微,小児患者の体重換算投与量の二重確認が省略された
